wanted,position,positionid,from,start,end
Q28839644,"Minister of Trade, Industry, Regional Integration and Employment",Q109780357,Q27541581,2017-02-01,2018-07-09
Q106994831,Minister of Justice,Q48807935,Q23772063,2013-08-27,2014-08-27
